SBSCRN_ACTVTY_KEY,SBSCRN_ID,ACTVTY_TYPE_ID,USED_ACTVTY_TYPE_ID,ACTVTY_DT,ACTVTY_TS,HHLD_ID,PRTY_KEY,PRTY_ID,PARNT_ACCT_KEY,PARNT_ACCT_ID,PARNT_ACCT_NUM,CHILD_ACCT_KEY,CHILD_ACCT_ID,CHILD_ACCT_NUM,VEH_KEY,DVC_KEY,dvc_id,EQMNT_KEY,EQMNT_ID,PLAN_KEY,PLAN_ID,OFR_ID,FROM_PLAN_KEY,FROM_PLAN_ID,FROM_OFR_ID,PROD_KEY,PROD_ID,FROM_PROD_KEY,FROM_PROD_ID,PKG_ID,FROM_PKG_ID,FEAT_ID,AGN_KEY,cust_rep_id,PTNR_ID,LNKD_INET_FL,MRD_TYPE_CD,SBSCR_LIFCYC_KEY,CONV_REP_OWN_SEGMT_KEY,OWNR_TYPE2_KEY,DEACTIVATION_REASON_CODE,TRIAL_ID,SRVC_ID,RENW_ID,FROM_RENW_ID,COLL_SCNRO_ID,SRVC_LVL_PMT_KEY,NONPAY_SRVC_KEY,BILLING_METHOD,FROM_BILLING_METHOD,SLFPAY_TURNOVER_RSN,SLFPAY_TURNOVER_DT,FUTURE_DEACTVN_DT,SCHD_SEASONAL_SUSP_REACTVN_DT,Call_Reason,Call_Disposition,INSE_USER_ID,INSE_TS,UPDT_USER_ID,UPDT_TS,Save_Activity,Deact_Activity_By_Save_Agent,Conversion_Activity_By_Save_Agent,Save_Opportunity_Activity
490,-1.0,490,?,2017-12-16 00:00:00,12/16/17 0:00,5000000000000.0,5000000000000.0,5000000000000.0,490,20474,1-21855110199,443213880,21855110199.0,1-21855110199,4077,122727271,67160,3129,2203.2,7941,490.0,2651,-2,-2,-2,11983,25368046820,-2,-2,SIR_AUD_EVT,Unknown,8,490,5111AC,12177,N,-1,9894925795,-2,95,217,73563414,302000000000.0,1009168259,?,-1,-2,-1,Credit Card,?,?,?,?,?,181,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
491,424000000000.0,491,?,2016-09-01 00:00:00,9/1/16 0:00,5000000000000.0,165875220.0,5000000000000.0,491,65290,4.24E+11,265547836,424000000000.0,4.24E+11,25934,72291229,36723,3129,2203.2,2542,491.0,2783,2542,25368043565,2783,7475,25368047138,7475,25368047138,SIR_AUD_FF,SIR_AUD_FF,8,491,Not Defined,12177,N,Single,2824991003,-2,95,0,-2,424000000000.0,604268148,604268146,4.27E+11,?,37815182,Invoice,Invoice,Not Applicable,?,?,?,182,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:09:00,0,0,0,0
492,428000000000.0,492,?,2016-12-31 00:00:00,12/31/16 0:00,5000000000000.0,217861222.0,5000000000000.0,492,17788,1-16932366874,325205767,6704226961.0,1-16932366874,27195,208380924,79972,4547,3621.2,3030,492.0,2396,3326,25368046713,2396,7378,25368046804,7439,25368047012,SIR_AUD_EVT,SIR_AUD_EVT,8,492,Not Applicable,12162,N,Single,4015806368,-2,99,0,-2,428000000000.0,1093475485,1093475485,4.30E+11,?,44811893,Invoice,Invoice,Not Applicable,?,1/28/17,?,183,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
493,-1.0,493,?,2005-06-02 00:00:00,6/2/05 0:00,5000000000000.0,14001139.0,5000000000000.0,493,3458,271881343,3797400,271881343.0,271881343,-1,3077309,1207,829,-98.1,361,493.0,5922,?,?,?,5859,9000026928,?,?,SIR_AUD_EVT,?,8,493,1601MP,8738,U,Single,3019779,-2,95,?,1423013,271882623.0,2787279,?,?,?,?,Invoice,?,?,?,?,?,184,?,UP_EDWDBA,2005-06-02 00:00:00,UP_EDWDBA,2005-06-02 00:00:00,0,0,0,0
494,-1.0,494,?,2013-02-09 00:00:00,2/9/13 0:00,5000000000000.0,111211.0,5000000000000.0,494,5473,1-1058421006,7514717,625248051.0,1-1058421006,7894,107713475,58092,4484,3558.2,238,494.0,4378,238,9000030795,4378,5354,9000021131,5354,9000021131,SIR_AUD_EVT,SIR_AUD_EVT,8,494,root.0.0.0.1,12162,U,Single,367268019,-2,7,?,67339239,5901768605.0,735559988,735559987,?,?,?,Credit Card,Credit Card,?,?,?,?,185,?,UP_EDWDBA,2013-02-09 00:00:00,UP_EDWDBA,2013-02-09 00:00:00,0,0,0,0
495,450000000000.0,495,?,2019-11-11 00:00:00,?,5000000000000.0,3384373256.0,5000000000000.0,495,68336,4.27E+11,770228380,450000000000.0,4.50E+11,200822,1067409233,82367,5371,4248.2,8970,495.0,244,9964,4.41E+11,2847,12049,25368047360,12921,4.41E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,495,3693RPH,10482,Y,Single,16525524953,-2,95,0,300841175,450000000000.0,1943757147,1823524119,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,186,?,up_edwetl_TLD,2019-11-12 08:28:00,up_edwetl_TLD,2019-11-12 08:28:00,0,0,0,0
496,450000000000.0,496,?,2019-07-14 00:00:00,7/14/19 0:00,5000000000000.0,717245887.0,5000000000000.0,496,95397,4.50E+11,750055656,450000000000.0,4.50E+11,174541,1056473023,40038,5391,4268.2,8658,496.0,1598,8658,3.05E+11,1598,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,496,OEMManager,11771,Y,Single,15654600334,-1,95,0,299897370,450000000000.0,1788242889,1788242889,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,187,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
497,403000000000.0,497,?,2016-04-03 00:00:00,4/3/16 0:00,5000000000000.0,5000000000000.0,5000000000000.0,497,26570,1.05E+11,125934163,403000000000.0,4.03E+11,45237,53098156,20648,215,-712.1,4035,497.0,250,-2,-2,-2,7335,25368046656,-2,-2,SIR_AUD_ALLACCESS,Unknown,8,497,root.0.0.0.1,11771,Y,-1,0,-2,95,17,42348902,403000000000.0,450160213,450160212,-1,-2,-1,Credit Card,?,?,?,?,?,188,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
498,436000000000.0,498,?,2019-03-15 00:00:00,3/15/19 0:00,5000000000000.0,674989670.0,5000000000000.0,498,77302,4.36E+11,660726566,436000000000.0,4.36E+11,-1,-1,75014,-1,-1.0,9643,498.0,2127,9738,4.33E+11,2827,11319,427000000000,11435,4.33E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,498,6150P,901,Y,Linked,14536835804,-2,95,0,292395664,436000000000.0,-1,-2,?,?,-2,Invoice,Invoice,Not Applicable,?,?,?,189,?,UP_EDWDBA,2019-10-04 16:55:00,UP_EDWDBA,2019-10-04 16:55:00,0,0,1,1
499,438000000000.0,499,?,2019-05-23 00:00:00,5/23/19 0:00,5000000000000.0,650549370.0,5000000000000.0,499,80186,4.38E+11,492949308,438000000000.0,4.38E+11,36853,248484968,81586,2149,1223.2,8970,499.0,244,8970,4.03E+11,244,12049,25368047360,12049,25368047360,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,499,CUWI,12166,Y,Single,15124278823,-2,7,0,-2,438000000000.0,1710191186,1680306690,4.53E+11,?,83970053,Credit Card,Credit Card,Not Applicable,?,?,?,190,?,UP_EDWETL_TLD,2019-05-24 08:11:00,UP_EDWETL_TLD,2019-05-24 03:31:00,0,0,0,0
500,419000000000.0,500,?,2019-07-05 00:00:00,7/5/19 0:00,5000000000000.0,575987702.0,5000000000000.0,500,45582,3.11E+11,699249053,419000000000.0,4.19E+11,116903,875265693,58446,2356,1430.2,9178,500.0,2628,9178,4.10E+11,2628,12157,410000000000,12157,4.10E+11,SIR_AUD_EVT,SIR_AUD_EVT,8,500,768AGB,12177,Y,Single,15354791945,-2,95,0,-2,419000000000.0,1737514158,1383186187,4.55E+11,?,85810082,Invoice,Invoice,Not Applicable,?,?,?,191,?,UP_EDWETL_TLD,2019-07-06 08:25:00,UP_EDWETL_TLD,2019-07-06 04:40:00,0,0,0,0
501,452000000000.0,501,?,2019-11-18 00:00:00,11/18/19 0:00,5000000000000.0,3272863027.0,5000000000000.0,501,97913,4.52E+11,814831325,452000000000.0,4.52E+11,192633,1063542959,70842,-1,-1.0,8658,501.0,1598,8658,3.05E+11,1598,7146,25368043159,7146,25368043159,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,501,web1,12162,Y,Single,16579149570,-1,95,0,306599087,452000000000.0,1952419449,1952419449,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,192,?,UP_EDWETL_COD,2019-11-19 08:30:00,UP_EDWETL_COD,2019-11-19 02:11:00,0,0,0,0
502,-1.0,502,20009,2018-07-11 00:00:00,7/11/18 0:00,5000000000000.0,372063175.0,5000000000000.0,502,39913,3.04E+11,328500948,304000000000.0,3.04E+11,36921,110107137,59533,2697,1771.2,9782,502.0,2562,9084,4.09E+11,2558,12314,433000000000,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,502,3205RPH,12158,N,Single,11764880833,-2,95,?,68314162,304000000000.0,1402680711,956948565,?,?,?,Credit Card,Credit Card,?,?,?,?,193,Save - Select 6mo for $33.00,up_edwetl_TLD,2018-07-11 00:00:00,up_edwetl_TLD,2018-07-11 00:00:00,1,0,0,1
503,-1.0,503,?,2014-01-10 00:00:00,1/10/14 0:00,5000000000000.0,9236917.0,5000000000000.0,503,14422,1-8442055844,30738025,4404398671.0,1-8442055844,-1,92697020,48787,4024,3098.2,3930,503.0,2223,3231,25368046329,1862,10301,311000000000,7464,25368047104,SIR_AUD_EVT,SIR_AUD_EVT,8,503,802AC,12271,N,Single,328774350,-2,95,?,61102445,4403273469.0,287039993,287039990,?,?,?,Credit Card,Credit Card,?,?,?,?,194,?,UP_EDWDBA,2014-01-10 00:00:00,UP_EDWDBA,2014-01-10 00:00:00,0,0,0,0
504,453000000000.0,504,?,2019-06-05 00:00:00,6/5/19 0:00,5000000000000.0,559739107.0,5000000000000.0,504,99537,4.53E+11,733035394,453000000000.0,4.53E+11,-1,-1,87275,-1,-1.0,9738,504.0,2827,9738,4.33E+11,2827,11435,433000000000,11435,4.33E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,504,OEMManager,901,Y,Linked,15216640931,-1,95,0,310922869,453000000000.0,1722852940,1722852940,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,195,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
505,455000000000.0,505,?,2019-07-23 00:00:00,7/23/19 0:00,5000000000000.0,725081469.0,5000000000000.0,505,101408,4.55E+11,755816464,455000000000.0,4.55E+11,-1,-1,43756,-1,-1.0,8658,505.0,1598,8658,3.05E+11,1598,10023,305000000000,10023,3.05E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,505,OEMManager,901,Y,Linked,15733806091,-1,285,0,317012129,455000000000.0,1798969243,1798969243,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,196,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
506,439000000000.0,506,?,2018-05-06 00:00:00,5/6/18 0:00,5000000000000.0,384194467.0,5000000000000.0,506,44172,3.09E+11,539929830,439000000000.0,4.39E+11,137455,824629828,37248,5352,4229.2,9286,506.0,1437,9286,4.10E+11,2846,12190,410000000000,12190,4.10E+11,SIR_AUD_EVT_SXM,SIR_AUD_EVT_SXM,8,506,1139AGB,12158,Y,Single,11077655454,-2,95,0,252797031,439000000000.0,-1,-2,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,197,?,up_edwetl_TLD,2019-01-19 21:20:00,up_edwetl_TLD,2019-01-19 21:20:00,0,0,0,0
507,453000000000.0,507,?,2019-06-02 00:00:00,6/2/19 0:00,5000000000000.0,704766902.0,5000000000000.0,507,99405,4.53E+11,731150168,453000000000.0,4.53E+11,-1,-1,43976,-1,-1.0,9738,507.0,2827,9738,4.33E+11,2827,11435,433000000000,11435,4.33E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,507,OEMManager,901,Y,Linked,15198607427,-1,95,0,310640315,453000000000.0,1720222264,1720222264,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,198,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
508,444000000000.0,508,?,2018-07-18 00:00:00,7/18/18 0:00,5000000000000.0,505059041.0,5000000000000.0,508,86658,4.44E+11,576864082,444000000000.0,4.44E+11,125513,842532270,39558,4918,3986.2,8550,508.0,1773,8550,25747069217,1773,7136,25368043135,7136,25368043135,SIR_DATA_NAVTRAF_TRVLLNK_EVT_BO,SIR_DATA_NAVTRAF_TRVLLNK_EVT_BO,2,508,OEMManager,12162,Y,Single,11851502962,-1,6,0,274465716,444000000000.0,1407755143,1407755143,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,199,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
509,414000000000.0,509,?,2017-07-19 00:00:00,7/19/17 0:00,5000000000000.0,232016608.0,5000000000000.0,509,58219,4.14E+11,333177640,414000000000.0,4.14E+11,117171,299148066,85418,1432,506.2,7845,509.0,2635,8992,4.04E+11,2555,12044,25368047320,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,509,CUWI,11771,Y,Single,7932763324,-2,95,?,86997005,414000000000.0,1133093362,1133093361,?,?,?,Credit Card,Credit Card,?,?,?,?,200,?,UP_EDWDBA,2017-07-19 00:00:00,UP_EDWDBA,2017-07-19 00:00:00,0,0,0,0
510,309000000000.0,510,?,2015-12-27 00:00:00,12/27/15 0:00,5000000000000.0,54444658.0,5000000000000.0,510,23873,1-24768627000,52585257,24768627000.0,1-24768627000,-1,88974312,47110,-1,-1.0,4027,510.0,244,2965,25368045261,2651,7538,25368047360,7383,25368046820,SIR_AUD_ALLACCESS,SIR_AUD_EVT,8,510,3700PH,12091,Y,Multi ,1308629074,-2,95,?,59479597,309000000000.0,671676778,278322932,?,?,?,Credit Card,Credit Card,?,?,?,?,201,?,UP_EDWDBA,2015-12-27 00:00:00,UP_EDWDBA,2015-12-27 00:00:00,0,0,0,0
511,436000000000.0,511,?,2018-09-05 00:00:00,9/5/18 0:00,5000000000000.0,359884790.0,5000000000000.0,511,77016,4.36E+11,592782378,436000000000.0,4.36E+11,148402,759705500,29136,761,-166.1,9836,511.0,2856,9836,4.35E+11,2856,11329,427000000000,11329,4.27E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,511,OEMManager,8457,Y,Single,12372967779,-1,95,0,240599802,436000000000.0,1448199359,1448199359,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,202,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
512,442000000000.0,512,?,2019-01-10 00:00:00,1/10/19 0:00,5000000000000.0,563558249.0,5000000000000.0,512,84712,4.42E+11,570334866,442000000000.0,4.42E+11,68195,761771353,20437,761,-166.1,7845,512.0,2635,9088,4.09E+11,2552,12044,25368047320,7489,25368047188,SIR_AUD_EVT,SIR_AUD_EVT,8,512,147NLB,8457,Y,Single,13965766981,-2,7,?,267203523,442000000000.0,1583010540,1400637882,?,?,?,Credit Card,Credit Card,?,?,?,?,203,?,UP_EDWDBA,2019-01-10 00:00:00,UP_EDWDBA,2019-01-10 00:00:00,0,0,0,0
513,-1.0,513,?,2014-05-09 00:00:00,5/9/14 0:00,5000000000000.0,24935702.0,5000000000000.0,513,33736,1.13E+11,78750221,113000000000.0,1.13E+11,16776,41097718,13447,681,-246.1,2965,513.0,2651,3158,25368046037,2549,7383,25368046820,7581,25368047508,SIR_AUD_EVT,SIR_AUD_EVT,8,513,486MP,8457,N,Single,145728342,-2,95,?,31635728,310000000000.0,134863627,134863626,?,?,?,Credit Card,Credit Card,?,?,?,?,204,?,UP_EDWDBA,2014-05-09 00:00:00,UP_EDWDBA,2014-05-09 00:00:00,0,0,0,0
514,404000000000.0,514,?,2017-01-17 00:00:00,1/17/17 0:00,5000000000000.0,18963632.0,5000000000000.0,514,21533,1-22858477157,332131317,22858477157.0,1-22858477157,9371,202464700,60735,2540,1614.2,2869,514.0,2635,2869,25368044877,2635,7527,25368047320,7527,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,514,Not Applicable,12162,N,Single,4212093455,-2,95,0,-2,404000000000.0,965255070,965255069,4.30E+11,?,45626524,Credit Card,Credit Card,Not Applicable,?,2/12/17,?,205,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
515,454000000000.0,515,?,2019-09-06 00:00:00,9/6/19 0:00,5000000000000.0,5000000000000.0,5000000000000.0,515,96519,4.51E+11,744974757,451000000000.0,4.51E+11,124750,1024763119,70843,5047,4115.2,9643,515.0,2127,-2,-2,-2,13253,427000000000,-2,-2,SIR_AUD_ALLACCESS,Unknown,8,515,1704RLPSS,12162,Y,-1,16072206922,-2,183,209,302955557,454000000000.0,1759422313,1653466695,?,-2,-1,Credit Card,?,?,?,?,?,206,?,UP_EDWETL_TLD,2019-09-06 00:00:00,up_Edwetl_TLD,2019-09-06 00:00:00,0,1,0,1
516,455000000000.0,516,?,2019-09-03 00:00:00,9/3/19 0:00,5000000000000.0,718457331.0,5000000000000.0,516,64300,4.23E+11,763315161,423000000000.0,4.23E+11,14762,196600716,43173,1329,403.2,7845,516.0,3324,7845,25368044877,3324,12044,25368047320,12044,25368047320,SIR_AUD_EVT,SIR_AUD_EVT,8,516,Not Applicable,12162,Y,Single,16034730465,-2,2,0,-2,455000000000.0,1848827294,1809649079,4.57E+11,?,88779032,Credit Card,Credit Card,Not Applicable,?,9/29/19,?,207,?,UP_EDWETL_TLD,2019-09-04 08:19:00,UP_EDWETL_TLD,2019-09-04 03:32:00,0,0,0,0
517,452000000000.0,517,?,2019-11-22 00:00:00,11/22/19 0:00,5000000000000.0,3261763803.0,5000000000000.0,517,97886,4.52E+11,817742472,452000000000.0,4.52E+11,197497,1064007068,31022,743,-184.1,10046,517.0,3105,10046,4.44E+11,3105,13039,444000000000,13039,4.44E+11,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,6,517,OEMManager,1979,Y,Single,16609775724,-1,95,0,306559447,452000000000.0,1957053683,1957053683,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,208,?,UP_EDWETL_COD,2019-11-25 14:00:00,UP_EDWETL_COD,2019-11-24 02:23:00,0,0,0,0
518,418000000000.0,518,?,2016-05-09 00:00:00,5/9/16 0:00,5000000000000.0,80727667.0,5000000000000.0,518,42556,3.07E+11,219546952,307000000000.0,3.07E+11,5806,40524492,13056,356,-571.1,2837,518.0,2647,4147,4.09E+11,2527,7447,25368047042,7471,25368047124,SIR_AUD_EVT,SIR_AUD_EVT,8,518,Not Applicable,8457,N,Single,2063635451,-2,40,0,-2,418000000000.0,388701298,388701297,4.24E+11,?,33880117,Credit Card,Credit Card,Not Applicable,?,6/4/16,?,209,?,UP_EDWDBA,2019-01-19 22:28:00,UP_EDWDBA,2018-07-27 12:39:00,0,0,0,0
519,427000000000.0,519,?,2019-11-10 00:00:00,11/10/19 0:00,5000000000000.0,5000000000000.0,5000000000000.0,519,18190,1-18154238297,809983375,427000000000.0,4.27E+11,120899,676080568,49121,5364,4241.2,7845,519.0,2635,-2,-2,-2,12044,25368047320,-2,-2,SIR_AUD_EVT,Unknown,8,519,1281QCAIB,12158,Y,-1,16517096683,-2,95,216,202086624,427000000000.0,1872813167,?,?,-2,-1,Credit Card,?,?,?,?,?,210,?,UP_EDWETL_TLD,2019-11-10 00:00:00,up_Edwetl_TLD,2019-11-10 00:00:00,0,0,0,0
520,-1.0,520,?,2016-12-31 00:00:00,12/31/16 0:00,5000000000000.0,5000000000000.0,5000000000000.0,520,26886,1.06E+11,325220563,106000000000.0,1.06E+11,36512,40572894,13095,665,-262.1,3442,520.0,2632,-2,-2,-2,7410,25368046914,-2,-2,SIR_AUD_EVT,Unknown,8,520,436WM3SS,10482,N,-1,4012871013,-2,95,229,31173329,406000000000.0,388915805,388915802,-1,-2,-1,Invoice,?,?,?,?,?,211,?,UP_EDWETL_TLD,2019-01-19 00:00:00,up_Edwetl_TLD,2019-01-19 00:00:00,0,0,0,0
521,451000000000.0,521,?,2019-03-24 00:00:00,3/24/19 0:00,5000000000000.0,680022562.0,5000000000000.0,521,96290,4.51E+11,669332299,451000000000.0,4.51E+11,62465,1020692825,11317,48,-879.1,8550,521.0,1773,8550,25747069217,1773,7136,25368043135,7136,25368043135,SIR_DATA_TRVLLNK_TRAF_SEXM,SIR_DATA_TRVLLNK_TRAF_SEXM,2,521,OEMManager,1978,Y,Single,14649988717,-1,10,0,302366382,451000000000.0,1649822685,1649822685,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,212,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
522,-1.0,522,?,2015-03-11 00:00:00,?,5000000000000.0,8483390.0,5000000000000.0,522,52393,4.08E+11,140844227,408000000000.0,4.08E+11,45717,187434857,105480,942,16.2,3930,522.0,2223,8658,3.05E+11,1598,10301,311000000000,7146,25368043159,SIR_AUD_EVT,SIR_AUD_EVT,8,522,144NLB,12162,N,Single,573680907,-2,95,0,101206395,412000000000.0,1273511499,913222204,?,?,-2,Invoice,Invoice,Not Applicable,?,?,?,213,?,up_edwetl_TLD,2019-01-22 18:37:00,up_edwetl_TLD,2019-01-22 18:37:00,0,0,0,0
523,114000000000.0,523,?,2015-02-26 00:00:00,2/26/15 0:00,5000000000000.0,12497525.0,5000000000000.0,523,35057,1.14E+11,82479644,114000000000.0,1.14E+11,38959,39303005,12078,374,-553.1,3924,523.0,2216,3442,25368047181,2632,10277,311000000000,7410,25368046914,SIR_AUD_EVT,SIR_AUD_EVT,8,523,INV Lockbox,1978,N,Single,135391587,-2,95,0,-2,114000000000.0,383598010,125490419,4.11E+11,?,15472285,Invoice,Invoice,Not Applicable,?,?,?,214,?,UP_EDWDBA,2019-01-19 22:53:00,UP_EDWDBA,2019-03-25 22:10:00,0,0,0,0
524,453000000000.0,524,?,2019-06-06 00:00:00,6/6/19 0:00,5000000000000.0,705153135.0,5000000000000.0,524,99687,4.53E+11,733724933,453000000000.0,4.53E+11,161741,1044160474,101804,5371,4248.2,9738,524.0,2827,9738,4.33E+11,2827,11434,433000000000,11434,4.33E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,8,524,OEMManager,1978,Y,Single,15223906518,-1,95,0,311374840,453000000000.0,1725282612,1725282612,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,215,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
525,406000000000.0,525,?,2019-02-20 00:00:00,2/20/19 0:00,5000000000000.0,401230876.0,5000000000000.0,525,48425,4.03E+11,657492741,403000000000.0,4.03E+11,5508,440270962,8493,556,-371.1,7813,525.0,2647,7813,25368044749,2647,12008,25368047042,12008,25368047042,SIR_AUD_EVT,SIR_AUD_EVT,8,525,Not Applicable,1979,N,Single,14324816721,-2,6,0,-2,406000000000.0,1618011939,1536878761,4.50E+11,?,79672590,Credit Card,Credit Card,Not Applicable,?,3/18/19,?,216,?,UP_EDWETL_TLD,2019-02-21 09:17:00,UP_EDWETL_TLD,2019-02-21 03:35:00,0,0,0,0
526,306000000000.0,526,?,2014-05-07 00:00:00,5/7/14 0:00,5000000000000.0,29679125.0,5000000000000.0,526,20098,1-21557299972,100584736,306000000000.0,3.06E+11,33527,81982642,43383,3638,2712.2,2837,526.0,2647,3349,25368046805,2526,7447,25368047042,7471,25368047124,SIR_AUD_EVT,SIR_AUD_EVT,8,526,967TB,12177,Y,Single,300848840,-2,95,?,56616075,306000000000.0,644101102,263057424,?,?,?,Credit Card,Credit Card,?,?,?,?,217,?,UP_EDWDBA,2014-05-07 00:00:00,UP_EDWDBA,2014-05-07 00:00:00,0,0,0,0
527,430000000000.0,527,?,2018-08-04 00:00:00,8/4/18 0:00,5000000000000.0,509167284.0,5000000000000.0,527,1698,1855101,582507018,430000000000.0,4.30E+11,-1,-1,60079,-1,-1.0,8859,527.0,2137,8657,3.05E+11,2821,10303,311000000000,10024,3.05E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,527,218QCAIB,901,Y,Linked,12105775651,-2,95,0,213645772,430000000000.0,1422717725,1086454331,?,?,-2,Credit Card,Credit Card,Not Applicable,?,?,?,218,?,UP_EDWDBA,2019-10-04 16:54:00,UP_EDWDBA,2019-10-04 16:54:00,0,0,0,0
528,-1.0,528,?,2017-12-21 00:00:00,12/21/17 0:00,5000000000000.0,188594830.0,5000000000000.0,528,40690,3.05E+11,420959477,305000000000.0,3.05E+11,39384,210744731,87070,2518,1592.2,9086,528.0,2532,7688,25368044245,2529,7397,25368046868,7397,25368046868,SIR_AUD_EVT,SIR_AUD_EVT,8,528,web1,12162,N,Single,9937662637,-2,95,?,88060612,412000000000.0,1144022741,1144022740,?,?,?,Invoice,Invoice,?,?,?,?,219,?,UP_EDWDBA,2017-12-21 00:00:00,UP_EDWDBA,2017-12-21 00:00:00,0,0,0,0
529,456000000000.0,529,?,2019-08-19 00:00:00,8/19/19 0:00,5000000000000.0,590674418.0,5000000000000.0,529,102401,4.56E+11,773166537,456000000000.0,4.56E+11,161554,1018189086,105542,4915,3983.2,8550,529.0,1773,8550,25747069217,1773,7136,25368043135,7136,25368043135,SIR_DATA_TRVLLNK_SEXM,SIR_DATA_TRVLLNK_SEXM,2,529,18952CB,10482,Y,Single,15934498856,-1,6,0,320207328,456000000000.0,1833369697,1833369697,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,220,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
530,109000000000.0,530,?,2019-07-09 00:00:00,7/9/19 0:00,5000000000000.0,580666755.0,5000000000000.0,530,29557,1.09E+11,746284125,109000000000.0,1.09E+11,4839,429345752,4611,40,-887.1,361,530.0,8722,361,9000031097,8722,11631,9000026432,11631,9000026432,SIR_AUD_EVT,SIR_AUD_EVT,8,530,root.0.0.0.1,8457,Y,Single,15413648447,-2,95,0,-2,109000000000.0,1738071795,1707675846,4.55E+11,?,85932158,Invoice,Invoice,Not Applicable,?,?,?,221,?,UP_EDWETL_TLD,2019-07-10 08:24:00,UP_EDWETL_TLD,2019-07-10 04:21:00,0,0,0,0
531,444000000000.0,531,?,2019-03-01 00:00:00,3/1/19 0:00,5000000000000.0,421255961.0,5000000000000.0,531,86234,4.44E+11,660786736,444000000000.0,4.44E+11,-1,-1,91286,-1,-1.0,8658,531.0,1598,8658,3.05E+11,1598,10023,305000000000,10023,3.05E+11,SIR_AUD_ALLACCESS,SIR_AUD_ALLACCESS,7,531,OEMManager,901,Y,Linked,14411728231,-1,95,0,272904649,444000000000.0,1629532934,1629532934,?,?,?,Pre Paid,Pre Paid,Not Applicable,?,?,?,222,?,UP_EDWDBA,2019-10-11 17:34:00,UP_EDWDBA,2019-10-11 17:34:00,0,0,0,0
